latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
-2.5725,121.3762,310.5,1.1,1,2023-01-17,1412,Terra,MODIS,71,61.03,285.9,9.8,N,2
3.9232,108.1364,309.7,1.7,1.3,2023-01-17,1853,Aqua,MODIS,68,61.03,287.9,19.8,N,0
4.1398,117.6536,310.8,1.2,1.1,2023-01-18,0232,Terra,MODIS,0,61.03,289.5,6.4,D,2
-8.1151,112.9237,328.1,1,1,2023-01-18,0236,Terra,MODIS,80,61.03,274.4,26.6,D,1
-8.1164,112.9328,318.9,1,1,2023-01-18,0236,Terra,MODIS,67,61.03,274.6,16.4,D,1
-3.9013,122.4169,320.4,1,1,2023-01-18,0535,Aqua,MODIS,53,61.03,299.5,9,D,2
-3.8758,122.4041,324.5,1,1,2023-01-18,0535,Aqua,MODIS,78,61.03,300.7,13.6,D,2
-3.8771,122.3952,320.9,1,1,2023-01-18,0535,Aqua,MODIS,55,61.03,299.1,9.8,D,2
-3.8267,122.4814,316.1,1,1,2023-01-18,0535,Aqua,MODIS,0,61.03,299.4,7.1,D,0
-2.8319,122.1701,325,1,1,2023-01-18,0536,Aqua,MODIS,72,61.03,300.8,10.8,D,2
-2.8332,122.1612,326.5,1,1,2023-01-18,0536,Aqua,MODIS,81,61.03,301.5,13.5,D,2
-2.008,121.4328,312.2,1,1,2023-01-18,0536,Aqua,MODIS,63,61.03,286.1,7.4,D,2
-3.381,127.9725,305.9,1,1,2023-01-19,0137,Terra,MODIS,41,61.03,284.3,4.7,D,0
-2.5754,121.371,313.6,2.4,1.5,2023-01-19,0137,Terra,MODIS,69,61.03,276.5,37.5,D,2
-2.5784,121.3908,321.4,2.4,1.5,2023-01-19,0137,Terra,MODIS,81,61.03,276.9,62,D,2
0.4448,109.3571,321.1,1.1,1,2023-01-19,0619,Aqua,MODIS,76,61.03,294.5,13.8,D,0
0.1613,111.0837,314.6,1,1,2023-01-19,0619,Aqua,MODIS,66,61.03,293.1,6.8,D,0
0.3158,111.9019,312.3,1,1,2023-01-19,0619,Aqua,MODIS,45,61.03,290.8,5.7,D,0
0.4387,111.6687,324,1,1,2023-01-19,0619,Aqua,MODIS,79,61.03,292,16.4,D,0
0.4374,111.6597,322.4,1,1,2023-01-19,0619,Aqua,MODIS,77,61.03,292.7,14.5,D,0
0.4864,111.7447,325.5,1,1,2023-01-19,0619,Aqua,MODIS,80,61.03,294.1,17.2,D,0
0.4173,111.074,317.9,1,1,2023-01-19,0619,Aqua,MODIS,71,61.03,295.4,10.3,D,0
0.4434,109.3476,315.8,1.1,1,2023-01-19,0619,Aqua,MODIS,70,61.03,294,8.5,D,0
0.5039,109.3096,314.2,1.1,1,2023-01-19,0619,Aqua,MODIS,67,61.03,293.5,7.1,D,0
-2.5779,121.3759,330.2,1.2,1.1,2023-01-19,1356,Terra,MODIS,100,61.03,286.8,37.9,N,2
-2.5765,121.3864,335.3,1.2,1.1,2023-01-19,1356,Terra,MODIS,100,61.03,286.8,47,N,2
-3.8739,122.4004,317.4,1.7,1.3,2023-01-20,0218,Terra,MODIS,42,61.03,291.3,20.3,D,2
-8.5201,116.9948,314.8,1,1,2023-01-20,0220,Terra,MODIS,68,61.03,294,6.5,D,0
-8.1116,112.9221,310.2,1.1,1,2023-01-20,1436,Terra,MODIS,79,61.03,269.2,15.8,N,1
0.2785,109.0735,311.7,1,1,2023-01-21,0259,Terra,MODIS,50,61.03,289.4,6.7,D,2
-6.5617,107.4118,311.9,1,1,2023-01-21,0301,Terra,MODIS,33,61.03,292.5,5.7,D,2
-6.968,110.2658,314.7,1.4,1.2,2023-01-21,0301,Terra,MODIS,47,61.03,294.9,9.7,D,2
-6.8908,109.6221,316.7,1.3,1.1,2023-01-21,0301,Terra,MODIS,52,61.03,295.9,8.7,D,2
-6.8946,109.5756,314.9,1.3,1.1,2023-01-21,0301,Terra,MODIS,62,61.03,294,7.7,D,2
-6.8756,108.778,312.6,1.1,1.1,2023-01-21,0301,Terra,MODIS,62,61.03,290.7,6.1,D,0
-6.8689,107.4974,317.7,1,1,2023-01-21,0301,Terra,MODIS,49,61.03,295.2,7,D,2
-6.9037,107.5483,319.8,1,1,2023-01-21,0301,Terra,MODIS,35,61.03,296.8,5.8,D,2
-6.9576,107.7945,317.7,1,1,2023-01-21,0301,Terra,MODIS,59,61.03,297,9.6,D,2
-6.9689,107.6169,321.9,1,1,2023-01-21,0301,Terra,MODIS,29,61.03,298,9.1,D,2
-7.0056,107.8098,312.5,1,1,2023-01-21,0301,Terra,MODIS,39,61.03,295.5,5.1,D,0
-7.0054,107.7435,316.4,1,1,2023-01-21,0301,Terra,MODIS,70,61.03,297.1,8.1,D,2
-7.052,107.7464,318.9,1,1,2023-01-21,0301,Terra,MODIS,38,61.03,297.5,9.3,D,2
-7.3003,108.7675,314.2,1.2,1.1,2023-01-21,0301,Terra,MODIS,47,61.03,295,7.6,D,2
-7.3749,108.5379,313.1,1.1,1.1,2023-01-21,0301,Terra,MODIS,43,61.03,295.4,6.9,D,2
1.5417,124.9004,312.3,1.1,1.1,2023-01-22,0201,Terra,MODIS,53,61.03,287.7,9,D,0
-3.8745,122.4053,314.5,1,1,2023-01-22,0202,Terra,MODIS,41,61.03,291.2,6.4,D,2
-3.904,122.4196,321.7,1,1,2023-01-22,0203,Terra,MODIS,78,61.03,293.7,13.2,D,2
-4.2052,122.2052,320.8,1,1,2023-01-22,0203,Terra,MODIS,77,61.03,284.8,15.1,D,0
-3.9736,122.084,313.5,2.6,1.5,2023-01-22,0509,Aqua,MODIS,48,61.03,273.7,30.1,D,0
-3.9801,122.0917,324,2.6,1.5,2023-01-22,0509,Aqua,MODIS,75,61.03,275,64.6,D,0
-0.4416,119.9786,311.1,3.3,1.7,2023-01-22,0510,Aqua,MODIS,31,61.03,286.2,40.6,D,0
-4.7456,104.8511,313.9,1,1,2023-01-22,0647,Aqua,MODIS,0,61.03,282.3,6.9,D,0
-2.0294,102.0341,312.3,1.1,1.1,2023-01-22,0648,Aqua,MODIS,64,61.03,291.7,7.1,D,0
-2.0015,102.162,311.2,1.1,1.1,2023-01-22,0648,Aqua,MODIS,61,61.03,291.1,5.4,D,0
-2.0308,102.0241,315.4,1.1,1.1,2023-01-22,0648,Aqua,MODIS,70,61.03,291.5,10.2,D,0
-2.4243,103.1317,311.2,1,1,2023-01-22,0648,Aqua,MODIS,61,61.03,292,6,D,0
-2.1662,103.0664,311,1,1,2023-01-22,0648,Aqua,MODIS,58,61.03,291.7,5.1,D,0
-2.0557,102.1193,311.3,1.1,1.1,2023-01-22,0648,Aqua,MODIS,62,61.03,292.3,6,D,0
-2.1609,115.5835,303.4,1.1,1.1,2023-01-22,1422,Terra,MODIS,55,61.03,282.6,6.1,N,2
-8.1144,112.9219,312.2,1.2,1.1,2023-01-23,0245,Terra,MODIS,55,61.03,291.6,13.9,D,1
-9.4914,119.0037,316.2,1,1,2023-01-23,0550,Aqua,MODIS,45,61.03,293.7,7.4,D,0
-8.7505,116.8477,319.5,1.2,1.1,2023-01-23,0550,Aqua,MODIS,55,61.03,299.8,12.8,D,2
-8.1081,112.9273,302.3,1.1,1.1,2023-01-23,1816,Aqua,MODIS,48,61.03,274.6,9.9,N,1
-2.5743,121.3781,304.8,1.6,1.2,2023-01-24,0146,Terra,MODIS,0,61.03,272.2,11.2,D,2
-2.8297,122.1712,317.5,1.4,1.2,2023-01-24,0146,Terra,MODIS,0,61.03,291.9,14,D,2
-6.9588,107.7938,310.7,2.8,1.6,2023-01-24,0326,Terra,MODIS,58,61.03,288,25.1,D,2
-6.9655,107.8115,308.3,2.8,1.6,2023-01-24,0326,Terra,MODIS,33,61.03,286.8,18.9,D,2
-3.1059,105.1184,305.9,1.2,1.1,2023-01-24,0635,Aqua,MODIS,45,61.03,277.1,6.2,D,0
-1.4584,127.4417,314,1,1,2023-01-24,1718,Aqua,MODIS,84,61.03,291.8,11.6,N,2
-2.9694,119.8999,312.9,1.1,1,2023-01-25,0538,Aqua,MODIS,59,61.03,292.8,6.2,D,2
-4.5463,120.3228,316.4,1.1,1,2023-01-25,0538,Aqua,MODIS,37,61.03,290.3,6.6,D,0
-1.6783,120.0474,312.7,1.1,1,2023-01-25,0539,Aqua,MODIS,54,61.03,287.7,8.6,D,0
-2.2613,119.9538,308.8,1.1,1,2023-01-25,0539,Aqua,MODIS,59,61.03,285.7,6.3,D,0
-2.5755,121.3773,307.3,2.1,1.4,2023-01-27,1430,Terra,MODIS,39,61.03,282.2,28.7,N,2
-1.4617,127.4341,313.8,1,1,2023-01-29,0512,Aqua,MODIS,0,61.03,277.2,10.5,D,2
-2.5746,121.3903,336,1,1,2023-01-29,1734,Aqua,MODIS,100,61.03,287.3,37.4,N,2
-2.5733,121.3814,342.4,1,1,2023-01-29,1734,Aqua,MODIS,100,61.03,287.7,47.9,N,2
-6.2324,138.9063,306.6,1.5,1.2,2023-01-30,0415,Aqua,MODIS,48,61.03,280.9,8.4,D,0
-2.1614,115.5855,311.5,1.1,1.1,2023-01-30,0555,Aqua,MODIS,20,61.03,287.3,6,D,2
-2.1628,115.5756,312.3,1.1,1.1,2023-01-30,0555,Aqua,MODIS,55,61.03,288.4,6.3,D,2
2.2506,117.3318,309.2,1,1,2023-01-30,0556,Aqua,MODIS,47,61.03,287.9,4.3,D,0
-2.4454,133.1386,320.6,1.1,1,2023-01-31,0458,Aqua,MODIS,63,61.03,293.4,11.8,D,0
2.6428,98.0083,312.1,1.6,1.2,2023-02-01,0358,Terra,MODIS,69,61.03,294.1,11.9,D,0
-2.5844,121.3804,328.5,1,1,2023-02-01,0541,Aqua,MODIS,81,61.03,287.2,22,D,2
-2.5755,121.3791,331.3,1,1,2023-02-01,0541,Aqua,MODIS,84,61.03,288,25.6,D,2
-2.0068,121.4273,316,1,1,2023-02-01,0541,Aqua,MODIS,65,61.03,294.9,8,D,2
1.6683,101.4255,310.5,3,1.7,2023-02-02,0625,Aqua,MODIS,22,61.03,284.9,22.4,D,2
-2.5766,121.3762,314,1,1,2023-02-03,0204,Terra,MODIS,74,61.03,281.5,8.5,D,2
1.6364,98.8866,303.9,1.1,1,2023-02-03,0342,Terra,MODIS,26,61.03,278.1,4.5,D,0
0.4273,99.3705,310,1,1,2023-02-03,0707,Aqua,MODIS,60,61.03,277.4,6.8,D,0
1.7477,98.6979,314.7,1,1,2023-02-03,0708,Aqua,MODIS,59,61.03,295.4,6.3,D,0
1.7464,98.689,323.6,1,1,2023-02-03,0708,Aqua,MODIS,60,61.03,295.9,14.1,D,0
-2.5695,121.3861,323.8,1.3,1.1,2023-02-03,1750,Aqua,MODIS,100,61.03,278.9,33.8,N,2
-2.5707,121.3806,315.7,1.3,1.1,2023-02-03,1750,Aqua,MODIS,92,61.03,278.9,22,N,2
-2.5725,121.3926,316.2,1.3,1.1,2023-02-03,1750,Aqua,MODIS,93,61.03,278.8,22.5,N,2
-6.9708,110.3286,310.8,1,1,2023-02-04,0247,Terra,MODIS,0,61.03,284.5,5,D,0
-4.1183,138.9701,356.3,1,1,2023-02-04,0431,Aqua,MODIS,98,61.03,297.2,70.1,D,0
-3.9188,138.3152,312,1,1,2023-02-04,0431,Aqua,MODIS,66,61.03,287.9,10.1,D,0
-4.1259,138.9802,315.9,1,1,2023-02-04,0431,Aqua,MODIS,47,61.03,294.4,8.6,D,0
-4.117,138.9789,370,1,1,2023-02-04,0431,Aqua,MODIS,100,61.03,300.1,110.1,D,0
-3.7105,103.0239,331.4,1,1,2023-02-05,0653,Aqua,MODIS,82,61.03,272.7,30.1,D,0
-3.66,103.0563,318.8,1,1,2023-02-05,0653,Aqua,MODIS,77,61.03,279.2,13.6,D,0
-3.6613,103.0473,313.5,1,1,2023-02-05,0653,Aqua,MODIS,71,61.03,278.5,9.4,D,0
-4.5662,103.6644,314.5,1,1,2023-02-05,0653,Aqua,MODIS,70,61.03,287,9.6,D,0
-4.5675,103.6554,317.1,1,1,2023-02-05,0653,Aqua,MODIS,74,61.03,285.8,12,D,0
-3.7475,103.1476,322.2,1,1,2023-02-05,0653,Aqua,MODIS,80,61.03,289.3,16.1,D,0
-3.7092,103.0329,308.7,1,1,2023-02-05,0653,Aqua,MODIS,59,61.03,273.3,7.7,D,0
-1.1532,101.4846,310,1.6,1.3,2023-02-07,0640,Aqua,MODIS,66,61.03,286.7,9.3,D,0
-0.7961,101.3342,315,1.7,1.3,2023-02-07,0640,Aqua,MODIS,63,61.03,278.6,23.6,D,0
-0.7972,101.3274,316.3,1.7,1.3,2023-02-07,0640,Aqua,MODIS,66,61.03,278.6,25.4,D,0
-2.8328,122.1678,300.5,1.2,1.1,2023-02-07,1352,Terra,MODIS,23,61.03,280.3,8,N,2
-1.4591,127.4412,306.6,1.2,1.1,2023-02-07,1723,Aqua,MODIS,36,61.03,287.4,9.1,N,2
2.0945,99.8284,314.2,1.7,1.3,2023-02-08,0351,Terra,MODIS,62,61.03,294.7,15.2,D,2
-2.5911,121.6723,313.3,1,1,2023-02-08,0543,Aqua,MODIS,58,61.03,285.9,7.4,D,0
-2.0326,102.0046,316.8,2.2,1.4,2023-02-08,0722,Aqua,MODIS,67,61.03,291.9,25.1,D,0
0.8529,99.5642,316.1,1.6,1.2,2023-02-08,0723,Aqua,MODIS,50,61.03,294.8,12.4,D,2
1.1769,108.9799,312.5,1,1,2023-02-09,0254,Terra,MODIS,45,61.03,288.9,7.4,D,2
-6.7049,108.3392,317.1,1,1,2023-02-09,0256,Terra,MODIS,67,61.03,296.7,8,D,0
-6.8772,108.7668,313.1,1,1,2023-02-09,0256,Terra,MODIS,57,61.03,294.5,4.9,D,2
-6.8785,108.7761,318.1,1,1,2023-02-09,0256,Terra,MODIS,71,61.03,294.7,9.4,D,0
-2.9985,107.6459,329.8,1.1,1.1,2023-02-09,0626,Aqua,MODIS,83,61.03,292.7,28.1,D,0
-3,107.6357,320.9,1.2,1.1,2023-02-09,0626,Aqua,MODIS,73,61.03,292.9,15.6,D,0
0.2008,109.2148,313.2,1,1,2023-02-09,0627,Aqua,MODIS,38,61.03,291.7,5,D,0
0.4223,109.0288,312.1,1,1,2023-02-09,0627,Aqua,MODIS,58,61.03,287.1,5.7,D,0
0.3601,109.6854,312,1,1,2023-02-09,0627,Aqua,MODIS,57,61.03,285.1,6.3,D,0
3.9204,108.1269,313.3,1,1,2023-02-09,0628,Aqua,MODIS,45,61.03,292,6.7,D,0
-1.458,127.4382,308.3,1.1,1,2023-02-09,1336,Terra,MODIS,54,61.03,280.5,10.7,N,2
2.7761,125.4076,305.2,1.2,1.1,2023-02-09,1337,Terra,MODIS,24,61.03,279.3,10.4,N,1
2.7743,125.3956,313.5,1.2,1.1,2023-02-09,1337,Terra,MODIS,82,61.03,278.1,18.3,N,1
0.4229,109.0258,302.1,1.9,1.3,2023-02-09,1515,Terra,MODIS,47,61.03,288.2,9.3,N,0
2.7783,125.3984,327.9,1.1,1,2023-02-10,0156,Terra,MODIS,81,61.03,293.7,25.4,D,1
2.777,125.4071,388.4,1.1,1,2023-02-10,0156,Terra,MODIS,94,61.03,301.4,206.4,D,1
2.7696,125.4005,327.8,1.1,1,2023-02-10,0156,Terra,MODIS,58,61.03,289.9,25.5,D,1
0.4875,127.9913,310.4,1.6,1.3,2023-02-10,0157,Terra,MODIS,28,61.03,289,16.2,D,2
0.524,122.5924,301.8,1,1,2023-02-10,0157,Terra,MODIS,40,61.03,277.6,3.8,D,0
0.6669,101.5998,311.9,1.2,1.1,2023-02-10,0335,Terra,MODIS,59,61.03,290.9,6.6,D,2
-0.8264,103.4683,312,1.8,1.3,2023-02-10,0336,Terra,MODIS,40,61.03,293.4,11,D,2
-6.0854,106.6995,313.6,3.9,1.8,2023-02-10,0337,Terra,MODIS,38,61.03,290.2,41.5,D,2
-2.9424,121.7049,315.1,1.1,1.1,2023-02-10,0530,Aqua,MODIS,57,61.03,291,11.1,D,0
0.5249,117.3504,310,2,1.4,2023-02-10,0531,Aqua,MODIS,67,61.03,277.4,19.1,D,0
-0.1768,117.2184,306.9,2.1,1.4,2023-02-10,0531,Aqua,MODIS,56,61.03,272.4,17.9,D,0
-0.1795,117.1996,306,2.1,1.4,2023-02-10,0531,Aqua,MODIS,0,61.03,270.3,15.8,D,0
-0.2547,116.6799,308.1,2.4,1.5,2023-02-10,0531,Aqua,MODIS,63,61.03,283.3,16.1,D,0
1.1418,117.8366,310.2,1.8,1.3,2023-02-10,0531,Aqua,MODIS,64,61.03,286.9,11.7,D,0
1.1362,117.8326,308.5,1.8,1.3,2023-02-10,0531,Aqua,MODIS,63,61.03,287.7,9.7,D,0
2.7748,125.4095,369.5,1.2,1.1,2023-02-10,0531,Aqua,MODIS,94,61.03,299.5,143.5,D,1
2.7734,125.3997,380.3,1.2,1.1,2023-02-10,0531,Aqua,MODIS,94,61.03,307.5,195.5,D,1
-2.4554,111.5863,314.4,1.1,1,2023-02-11,0613,Aqua,MODIS,67,61.03,281.3,10.3,D,0
-0.1781,109.2931,318.6,1.3,1.1,2023-02-11,0614,Aqua,MODIS,39,61.03,291.8,11.9,D,0
-0.1798,109.2811,328.6,1.3,1.1,2023-02-11,0614,Aqua,MODIS,83,61.03,293.5,28.8,D,0
-0.1704,109.2853,320.2,1.3,1.1,2023-02-11,0614,Aqua,MODIS,70,61.03,291.1,15.9,D,0
0.1817,109.5248,307.5,1.3,1.1,2023-02-11,0614,Aqua,MODIS,48,61.03,278.8,7.7,D,0
2.7781,125.4015,322.5,2.3,1.5,2023-02-11,1321,Terra,MODIS,100,61.03,287.3,68.2,N,1
2.7684,125.4044,319.1,1.2,1.1,2023-02-12,0140,Terra,MODIS,67,61.03,282.7,18.4,D,1
2.7795,125.395,319.4,1.2,1.1,2023-02-12,0140,Terra,MODIS,45,61.03,281.5,17.8,D,1
2.7777,125.4072,346.7,1.2,1.1,2023-02-12,0140,Terra,MODIS,81,61.03,282.8,67.2,D,1
1.495,127.638,306.6,1,1,2023-02-12,0140,Terra,MODIS,48,61.03,284.9,5.4,D,1
-2.013,121.4256,311.1,2,1.4,2023-02-12,0517,Aqua,MODIS,26,61.03,288.3,13.9,D,2
-1.4577,127.441,313.4,1,1,2023-02-12,0517,Aqua,MODIS,0,61.03,290.8,6.8,D,2
-2.0068,121.4358,310.9,2,1.4,2023-02-12,0517,Aqua,MODIS,24,61.03,289.1,13.9,D,2
0.4818,121.9734,313.7,1.6,1.3,2023-02-12,0518,Aqua,MODIS,56,61.03,294.4,11.6,D,0
0.4951,122.7664,316.5,1.4,1.2,2023-02-12,0518,Aqua,MODIS,0,61.03,296.3,15.4,D,0
2.7748,125.4083,305.5,1.4,1.2,2023-02-12,1402,Terra,MODIS,32,61.03,284,16.3,N,1
2.7733,125.3974,306.3,1.4,1.2,2023-02-12,1402,Terra,MODIS,44,61.03,284.2,17.3,N,1
2.7794,125.4055,333.8,1.3,1.1,2023-02-12,1738,Aqua,MODIS,100,61.03,287.4,51.7,N,1
2.7775,125.4189,306.3,1.3,1.1,2023-02-12,1738,Aqua,MODIS,44,61.03,283.6,10.3,N,1
2.769,125.4058,312.4,1.3,1.1,2023-02-12,1738,Aqua,MODIS,78,61.03,285.1,16.4,N,1
3.7838,98.6987,308.8,1.9,1.4,2023-02-13,0400,Terra,MODIS,0,61.03,286.6,14.2,D,2
-8.0012,138.8038,309.1,1.4,1.2,2023-02-13,0419,Aqua,MODIS,35,61.03,286.9,8.1,D,0
4.4706,97.9733,312.1,2.8,1.6,2023-02-13,0740,Aqua,MODIS,29,61.03,291.7,21.4,D,2
-0.8974,103.105,310.8,1.3,1.1,2023-02-14,0304,Terra,MODIS,22,61.03,288,8.6,D,0
-2.8698,103.2448,330.7,1.2,1.1,2023-02-14,0642,Aqua,MODIS,85,61.03,292.6,36,D,0
-2.5861,102.0647,311.2,1.4,1.2,2023-02-14,0642,Aqua,MODIS,59,61.03,277.9,14.1,D,0
-2.402,102.9395,315.7,1.3,1.1,2023-02-14,0642,Aqua,MODIS,34,61.03,293.5,9.8,D,0
-0.8253,102.326,317.7,1.3,1.1,2023-02-14,0643,Aqua,MODIS,74,61.03,292.7,16.3,D,0
-2.576,121.3839,323.1,1.8,1.3,2023-02-14,1345,Terra,MODIS,100,61.03,270.2,54.5,N,2
2.641,98.007,310.3,1,1,2023-02-15,0344,Terra,MODIS,62,61.03,290.6,5.6,D,0
2.7536,98.3066,312.8,1.1,1,2023-02-15,0344,Terra,MODIS,65,61.03,297.6,7.2,D,2
-1.5007,121.5452,313.6,1.1,1,2023-02-15,0546,Aqua,MODIS,44,61.03,278.3,10.3,D,0
-1.4289,121.7385,312.1,1.1,1.1,2023-02-15,0546,Aqua,MODIS,49,61.03,282.9,8.1,D,0
-6.7078,108.3404,309.7,1,1,2023-02-16,0249,Terra,MODIS,30,61.03,289.1,3.7,D,0
-7.0097,110.3511,303,1,1,2023-02-16,0249,Terra,MODIS,12,61.03,271,3.2,D,2
-7.5137,109.0593,314.4,1,1,2023-02-16,0249,Terra,MODIS,60,61.03,293.5,6.1,D,2
0.2015,109.2134,319,1,1,2023-02-16,0629,Aqua,MODIS,68,61.03,298.3,9.1,D,0
0.5746,109.5626,317.4,1,1,2023-02-16,0629,Aqua,MODIS,67,61.03,298.7,8.4,D,0
0.62,122.9755,314.3,1.1,1.1,2023-02-17,0150,Terra,MODIS,58,61.03,297.1,7.7,D,2
-4.0756,122.0526,320.2,1.1,1.1,2023-02-17,0151,Terra,MODIS,76,61.03,293.8,13.1,D,0
0.4421,101.8859,314.9,1.1,1,2023-02-17,0328,Terra,MODIS,66,61.03,298.6,7.7,D,0
1.9133,101.5973,314.5,1,1,2023-02-17,0328,Terra,MODIS,59,61.03,299.9,7.7,D,0
1.927,99.8016,310.7,1,1,2023-02-17,0328,Terra,MODIS,54,61.03,295.9,4.6,D,0
0.9492,101.9469,313.7,1.1,1,2023-02-17,0328,Terra,MODIS,47,61.03,296.9,7.7,D,0
0.5965,102.854,311.5,1.2,1.1,2023-02-17,0328,Terra,MODIS,35,61.03,295.7,7.5,D,0
0.4407,101.8953,314.2,1.1,1,2023-02-17,0328,Terra,MODIS,49,61.03,298.4,6.9,D,0
0.2224,100.5448,307.4,1,1,2023-02-17,0328,Terra,MODIS,21,61.03,290.9,2.9,D,0
-2.6487,103.7412,313.1,1.5,1.2,2023-02-17,0329,Terra,MODIS,67,61.03,292.7,11.8,D,0
-2.0081,102.3937,312,1.2,1.1,2023-02-17,0329,Terra,MODIS,64,61.03,296,6.7,D,0
-2.0676,101.3962,315.7,1.1,1,2023-02-17,0329,Terra,MODIS,56,61.03,299.9,8.6,D,2
-0.4676,103.0678,311,1.2,1.1,2023-02-17,0329,Terra,MODIS,59,61.03,295.2,7.4,D,0
-4.0189,122.2796,316,1.1,1,2023-02-17,0532,Aqua,MODIS,62,61.03,297.5,5.7,D,0
-3.9062,122.4195,323.6,1,1,2023-02-17,0532,Aqua,MODIS,54,61.03,299.6,13.2,D,2
-4.077,122.0506,319.8,1.1,1,2023-02-17,0532,Aqua,MODIS,18,61.03,302.6,9.6,D,0
-1.2405,121.6236,319.5,1.1,1,2023-02-17,0533,Aqua,MODIS,35,61.03,286.9,11.7,D,0
-1.2197,121.5722,315,1.1,1,2023-02-17,0533,Aqua,MODIS,51,61.03,290,8.3,D,0
0.6913,122.375,318.8,1,1,2023-02-17,0533,Aqua,MODIS,57,61.03,296.7,8.7,D,0
-0.8679,123.1826,325.3,1,1,2023-02-17,0533,Aqua,MODIS,75,61.03,297.3,13.1,D,0
-1.4935,121.5258,310.7,1.1,1,2023-02-17,0533,Aqua,MODIS,38,61.03,288.4,7,D,0
-1.2497,121.6247,322,1.1,1,2023-02-17,0533,Aqua,MODIS,68,61.03,287,14.6,D,0
-1.2338,121.6702,317,1.1,1,2023-02-17,0533,Aqua,MODIS,32,61.03,283.1,12.1,D,0
1.4088,101.5463,320,1.4,1.2,2023-02-17,0712,Aqua,MODIS,50,61.03,300.2,14.7,D,0
3.0663,97.9378,317.1,1,1,2023-02-17,0713,Aqua,MODIS,60,61.03,298.8,7.3,D,0
2.6437,97.878,332.3,1,1,2023-02-17,0713,Aqua,MODIS,84,61.03,298.8,23,D,0
2.7165,97.8766,323.6,1,1,2023-02-17,0713,Aqua,MODIS,76,61.03,298.1,12.9,D,0
-4.4876,121.9489,304,1,1,2023-02-17,1409,Terra,MODIS,58,61.03,290,4,N,0
-3.8709,122.3987,301.7,1.1,1,2023-02-17,1409,Terra,MODIS,43,61.03,280.4,4.8,N,2
-4.4967,121.9502,306.9,1,1,2023-02-17,1409,Terra,MODIS,70,61.03,290.1,5.9,N,0
-2.5698,121.3783,305.3,1,1,2023-02-17,1410,Terra,MODIS,60,61.03,286.9,6.9,N,2
2.7726,125.3925,332.8,2.1,1.4,2023-02-17,1411,Terra,MODIS,100,61.03,286.3,96.2,N,1
2.7745,125.4067,377.4,2.2,1.4,2023-02-17,1411,Terra,MODIS,100,61.03,293.4,436.1,N,1
2.7782,125.4217,340,2.2,1.4,2023-02-17,1411,Terra,MODIS,100,61.03,284.7,130.2,N,1
2.7753,125.4007,369.3,2.2,1.4,2023-02-17,1411,Terra,MODIS,100,61.03,292.8,347.6,N,1
2.7736,125.3879,310.8,2.1,1.4,2023-02-17,1411,Terra,MODIS,48,61.03,281.9,28.3,N,1
0.615,100.4304,313.4,1.9,1.3,2023-02-17,1549,Terra,MODIS,87,61.03,290.5,28.3,N,0
0.4603,100.6355,310.2,1.9,1.4,2023-02-17,1549,Terra,MODIS,79,61.03,288.3,29,N,0
-2.5671,121.386,311.7,1.6,1.2,2023-02-17,1755,Aqua,MODIS,83,61.03,275.1,23.6,N,2
-2.5781,121.3847,331.5,1.6,1.2,2023-02-17,1755,Aqua,MODIS,100,61.03,275.2,62.6,N,2
-1.4451,113.9673,317.3,1,1,2023-02-18,0232,Terra,MODIS,71,61.03,295.1,9.7,D,0
4.541,97.5633,303.9,2.3,1.5,2023-02-18,0408,Terra,MODIS,8,61.03,286.1,8,D,0
-2.575,121.3829,314.4,3.3,1.7,2023-02-18,0615,Aqua,MODIS,51,61.03,285.4,41,D,2
-2.578,121.3755,316.8,3.3,1.7,2023-02-18,0615,Aqua,MODIS,63,61.03,287,55.9,D,2
-1.8407,112.0309,321.8,1,1,2023-02-18,0615,Aqua,MODIS,74,61.03,299.3,12.2,D,0
-1.8227,112.0283,312.6,1,1,2023-02-18,0615,Aqua,MODIS,31,61.03,295.8,3.7,D,0
-2.046,110.4049,324.2,1.1,1.1,2023-02-18,0615,Aqua,MODIS,77,61.03,296.8,17.4,D,0
-1.9031,110.6232,314.2,1.1,1.1,2023-02-18,0615,Aqua,MODIS,48,61.03,297,7.9,D,0
-1.8312,110.6877,316.1,1.1,1,2023-02-18,0615,Aqua,MODIS,59,61.03,298.3,9.1,D,0
-1.2546,110.481,315.9,1.1,1.1,2023-02-18,0615,Aqua,MODIS,62,61.03,297.9,8.1,D,0
-1.2011,110.4531,315.3,1.1,1.1,2023-02-18,0615,Aqua,MODIS,66,61.03,297.3,7.7,D,0
-1.7842,105.8822,310.2,2.4,1.5,2023-02-18,0615,Aqua,MODIS,30,61.03,290.3,18.6,D,0
-1.0627,109.9967,317.4,1.2,1.1,2023-02-18,0615,Aqua,MODIS,60,61.03,296.8,8.9,D,0
-1.134,109.4923,325,1.3,1.1,2023-02-18,0615,Aqua,MODIS,79,61.03,296.4,23,D,0
-1.1329,109.4979,320.6,1.2,1.1,2023-02-18,0615,Aqua,MODIS,73,61.03,296.2,16.5,D,0
-1.1345,109.4868,314.6,1.3,1.1,2023-02-18,0615,Aqua,MODIS,36,61.03,296.4,8.8,D,0
